non_shiftable_load,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,hour,day_type,electricity_pricing,outdoor_dry_bulb_temperature,solar_generation,carbon_intensity,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,month
1.4185667,15.6,22.2,16.7,100.0,66.0,90.0,0.0,610.0,0.0,0.0,779.0,0.0,0.21,0.21,0.21,22,5,0.21,18.3,0.0,0.12831411,90.0,0.0,0.0,10
1.6693333,13.9,25.0,16.7,100.0,58.0,90.0,0.0,715.0,0.0,0.0,810.0,0.0,0.21,0.21,0.21,23,5,0.21,17.8,0.0,0.121776246,93.0,0.0,0.0,10
2.5219083,15.6,21.7,17.8,100.0,71.0,87.0,1.0,777.0,0.0,0.0,866.0,0.0,0.21,0.21,0.21,24,5,0.21,17.2,0.0,0.119126715,87.0,0.0,0.0,10
0.48933333,15.6,21.1,16.7,100.0,73.0,90.0,28.0,733.0,0.0,1.0,834.0,0.0,0.21,0.21,0.21,1,6,0.21,17.2,0.0,0.11363937,93.0,0.0,0.0,10
0.47498333,16.1,20.0,17.2,100.0,78.0,87.0,113.0,645.0,0.0,6.0,789.0,0.0,0.21,0.21,0.21,2,6,0.21,16.1,0.0,0.110507235,97.0,0.0,0.0,10
0.46913335,18.3,19.4,17.2,90.0,81.0,87.0,462.0,391.0,0.0,688.0,438.0,0.0,0.21,0.21,0.21,3,6,0.21,16.1,0.0,0.106299184,97.0,0.0,0.0,10
0.468,22.2,18.3,17.2,66.0,87.0,87.0,610.0,258.0,0.0,779.0,259.0,0.0,0.21,0.21,0.21,4,6,0.21,15.6,0.0,0.105724454,100.0,0.0,0.0,10
0.46641666,25.0,17.2,17.2,58.0,93.0,87.0,715.0,50.0,0.0,810.0,1.0,0.0,0.21,0.21,0.21,5,6,0.21,13.9,0.0,0.10667647,100.0,0.0,0.0,10
1.9086167,21.7,16.7,17.2,71.0,93.0,87.0,777.0,9.0,0.0,866.0,1.0,0.0,0.21,0.21,0.21,6,6,0.21,15.6,0.0,0.118454024,100.0,1.0,0.0,10
1.4517666,21.1,16.7,17.2,73.0,97.0,87.0,733.0,0.0,51.0,834.0,0.0,0.0,0.21,0.21,0.21,7,6,0.21,15.6,11.129167,0.12119982,100.0,28.0,1.0,10
0.47091666,20.0,16.1,18.3,78.0,93.0,78.0,645.0,0.0,102.0,789.0,0.0,1.0,0.21,0.21,0.21,8,6,0.21,16.1,41.733334,0.124782965,100.0,113.0,6.0,10
2.6635334,19.4,16.7,19.4,81.0,90.0,73.0,391.0,0.0,396.0,438.0,0.0,389.0,0.21,0.21,0.21,9,6,0.21,18.3,162.00833,0.12977451,90.0,462.0,688.0,10
0.81338334,18.3,16.7,22.2,87.0,90.0,64.0,258.0,0.0,560.0,259.0,0.0,546.0,0.21,0.21,0.21,10,6,0.21,22.2,317.1,0.13911399,66.0,610.0,779.0,10
0.5732167,17.2,16.7,21.1,93.0,90.0,68.0,50.0,0.0,682.0,1.0,0.0,611.0,0.21,0.21,0.21,11,6,0.21,25.0,444.49582,0.15174007,58.0,715.0,810.0,10
0.5150833,16.7,17.8,20.6,93.0,87.0,71.0,9.0,0.0,725.0,1.0,0.0,623.0,0.21,0.21,0.21,12,6,0.21,21.7,534.475,0.15832816,71.0,777.0,866.0,10
0.88481665,16.7,16.7,20.6,97.0,90.0,71.0,0.0,0.0,660.0,0.0,0.0,536.0,0.21,0.21,0.21,13,6,0.21,21.1,576.0,0.16638887,73.0,733.0,834.0,10
2.3420167,16.1,17.2,20.0,93.0,87.0,73.0,0.0,0.0,603.0,0.0,0.0,558.0,0.21,0.21,0.21,14,6,0.21,20.0,569.5833,0.16401806,78.0,645.0,789.0,10
2.4545778,16.7,17.2,20.0,90.0,87.0,76.0,0.0,0.0,426.0,0.0,0.0,395.0,0.21,0.21,0.21,15,6,0.21,19.4,514.8417,0.16802824,81.0,391.0,438.0,10
2.5671389,16.7,17.2,18.9,90.0,87.0,81.0,0.0,0.0,229.0,0.0,0.0,137.0,0.21,0.21,0.21,16,6,0.21,18.3,401.2625,0.18032652,87.0,258.0,259.0,10
2.6797,16.7,17.2,17.8,90.0,87.0,87.0,0.0,0.0,88.0,0.0,0.0,57.0,0.21,0.21,0.21,17,6,0.21,17.2,210.35,0.18971884,93.0,50.0,1.0,10
2.03645,17.8,17.2,17.8,87.0,87.0,87.0,0.0,0.0,8.0,0.0,0.0,0.0,0.21,0.21,0.21,18,6,0.21,16.7,1.1,0.19024879,93.0,9.0,1.0,10
1.6417667,16.7,17.2,18.3,90.0,87.0,84.0,0.0,51.0,0.0,0.0,0.0,0.0,0.21,0.21,0.21,19,6,0.21,16.7,0.0,0.1925749,97.0,0.0,0.0,10
2.5241168,17.2,18.3,18.3,87.0,78.0,87.0,0.0,102.0,0.0,0.0,1.0,0.0,0.21,0.21,0.21,20,6,0.21,16.1,0.0,0.18658547,93.0,0.0,0.0,10
1.6755834,17.2,19.4,18.3,87.0,73.0,87.0,0.0,396.0,0.0,0.0,389.0,0.0,0.21,0.21,0.21,21,6,0.21,16.7,0.0,0.1745415,90.0,0.0,0.0,10
2.3255,17.2,22.2,17.8,87.0,64.0,87.0,0.0,560.0,0.0,0.0,546.0,0.0,0.21,0.21,0.21,22,6,0.21,16.7,0.0,0.17098498,90.0,0.0,0.0,10
1.552075,17.2,21.1,17.8,87.0,68.0,87.0,0.0,682.0,0.0,0.0,611.0,0.0,0.21,0.21,0.21,23,6,0.21,16.7,0.0,0.16429606,90.0,0.0,0.0,10
0.77865,17.2,20.6,17.2,87.0,71.0,87.0,0.0,725.0,0.0,0.0,623.0,0.0,0.21,0.21,0.21,24,6,0.21,17.8,0.0,0.15337913,87.0,0.0,0.0,10
0.4656,17.2,20.6,17.2,87.0,71.0,90.0,51.0,660.0,0.0,0.0,536.0,0.0,0.21,0.21,0.21,1,7,0.21,16.7,0.0,0.1434292,90.0,0.0,0.0,10
0.46831667,18.3,20.0,17.2,78.0,73.0,87.0,102.0,603.0,0.0,1.0,558.0,0.0,0.21,0.21,0.21,2,7,0.21,17.2,0.0,0.13676712,87.0,0.0,0.0,10
0.46848333,19.4,20.0,17.2,73.0,76.0,87.0,396.0,426.0,0.0,389.0,395.0,0.0,0.21,0.21,0.21,3,7,0.21,17.2,0.0,0.13258915,87.0,0.0,0.0,10
0.46925,22.2,18.9,17.2,64.0,81.0,87.0,560.0,229.0,0.0,546.0,137.0,0.0,0.21,0.21,0.21,4,7,0.21,17.2,0.0,0.13558426,87.0,0.0,0.0,10
0.46585,21.1,17.8,17.2,68.0,87.0,87.0,682.0,88.0,0.0,611.0,57.0,0.0,0.21,0.21,0.21,5,7,0.21,17.2,0.0,0.14374919,87.0,0.0,0.0,10
0.46865,20.6,17.8,17.2,71.0,87.0,87.0,725.0,8.0,1.0,623.0,0.0,0.0,0.21,0.21,0.21,6,7,0.21,17.2,0.0,0.1647422,87.0,0.0,0.0,10
0.4553,20.6,18.3,17.2,71.0,84.0,84.0,660.0,0.0,25.0,536.0,0.0,13.0,0.21,0.21,0.21,7,7,0.21,17.2,8.0125,0.16617179,87.0,51.0,0.0,10
0.47488335,20.0,18.3,17.8,73.0,87.0,81.0,603.0,0.0,111.0,558.0,0.0,6.0,0.21,0.21,0.21,8,7,0.21,18.3,39.654167,0.17179433,78.0,102.0,1.0,10
0.5204667,20.0,18.3,18.3,76.0,87.0,81.0,426.0,0.0,181.0,395.0,0.0,6.0,0.21,0.21,0.21,9,7,0.21,19.4,155.98334,0.18175088,73.0,396.0,389.0,10
0.53475,18.9,17.8,19.4,81.0,87.0,73.0,229.0,0.0,248.0,137.0,0.0,1.0,0.21,0.21,0.21,10,7,0.21,22.2,305.10416,0.1935242,64.0,560.0,546.0,10
2.0594666,17.8,17.8,22.8,87.0,87.0,64.0,88.0,0.0,421.0,57.0,0.0,172.0,0.21,0.21,0.21,11,7,0.21,21.1,430.9875,0.20582493,68.0,682.0,611.0,10
1.6493833,17.8,17.2,21.7,87.0,87.0,68.0,8.0,0.0,747.0,0.0,0.0,747.0,0.21,0.21,0.21,12,7,0.21,20.6,520.0958,0.20770107,71.0,725.0,623.0,10
2.0102888666666665,18.3,17.2,21.7,84.0,90.0,68.0,0.0,0.0,622.0,0.0,0.0,544.0,0.21,0.21,0.21,13,7,0.21,20.6,565.3542,0.20849782,71.0,660.0,536.0,10
2.371194433333333,18.3,17.2,20.0,87.0,87.0,73.0,0.0,0.0,636.0,0.0,0.0,708.0,0.21,0.21,0.21,14,7,0.21,20.0,560.1542,0.21179643,73.0,603.0,558.0,10
2.7321,18.3,17.2,19.4,87.0,87.0,76.0,0.0,0.0,491.0,0.0,0.0,573.0,0.21,0.21,0.21,15,7,0.21,20.0,504.4625,0.21332473,76.0,426.0,395.0,10
2.784,17.8,17.2,18.9,87.0,87.0,78.0,0.0,0.0,346.0,0.0,0.0,636.0,0.21,0.21,0.21,16,7,0.21,18.9,277.68332,0.21484286,81.0,229.0,137.0,10
2.8359,17.8,17.2,17.8,87.0,87.0,84.0,0.0,0.0,114.0,0.0,0.0,159.0,0.21,0.21,0.21,17,7,0.21,17.8,119.9375,0.2161678,87.0,88.0,57.0,10
1.7832,17.2,17.2,17.8,87.0,87.0,84.0,0.0,1.0,15.0,0.0,0.0,21.0,0.21,0.21,0.21,18,7,0.21,17.8,0.0,0.21653764,87.0,8.0,0.0,10
2.3902166,17.2,17.2,17.2,90.0,84.0,87.0,0.0,25.0,0.0,0.0,13.0,0.0,0.21,0.21,0.21,19,7,0.21,18.3,0.0,0.21635738,84.0,0.0,0.0,10
1.7962834,17.2,17.8,17.2,87.0,81.0,87.0,0.0,111.0,0.0,0.0,6.0,0.0,0.21,0.21,0.21,20,7,0.21,18.3,0.0,0.21205854,87.0,0.0,0.0,10
1.6800667,17.2,18.3,17.2,87.0,81.0,87.0,0.0,181.0,0.0,0.0,6.0,0.0,0.21,0.21,0.21,21,7,0.21,18.3,0.0,0.20733342,87.0,0.0,0.0,10
1.3175833,17.2,19.4,17.2,87.0,73.0,90.0,0.0,248.0,0.0,0.0,1.0,0.0,0.21,0.21,0.21,22,7,0.21,17.8,0.0,0.18966724,87.0,0.0,0.0,10
0.9245,17.2,22.8,17.8,87.0,64.0,84.0,0.0,421.0,0.0,0.0,172.0,0.0,0.21,0.21,0.21,23,7,0.21,17.8,0.0,0.16973126,87.0,0.0,0.0,10
2.5305834,17.2,21.7,16.7,87.0,68.0,87.0,1.0,747.0,0.0,0.0,747.0,0.0,0.21,0.21,0.21,24,7,0.21,17.2,0.0,0.16224234,87.0,0.0,0.0,10
1.1646333,17.2,21.7,17.2,84.0,68.0,90.0,25.0,622.0,0.0,13.0,544.0,0.0,0.21,0.21,0.21,1,1,0.21,17.2,0.0,0.14590223,90.0,0.0,0.0,10
0.47738335,17.8,20.0,17.2,81.0,73.0,90.0,111.0,636.0,0.0,6.0,708.0,0.0,0.21,0.21,0.21,2,1,0.21,17.2,0.0,0.13954489,87.0,0.0,0.0,10
0.47331667,18.3,19.4,17.2,81.0,76.0,90.0,181.0,491.0,0.0,6.0,573.0,0.0,0.21,0.21,0.21,3,1,0.21,17.2,0.0,0.13674112,87.0,0.0,0.0,10
0.472,19.4,18.9,17.2,73.0,78.0,90.0,248.0,346.0,0.0,1.0,636.0,0.0,0.21,0.21,0.21,4,1,0.21,17.2,0.0,0.13610578,87.0,0.0,0.0,10
0.47191668,22.8,17.8,17.2,64.0,84.0,87.0,421.0,114.0,0.0,172.0,159.0,0.0,0.21,0.21,0.21,5,1,0.21,17.2,0.0,0.14825109,87.0,0.0,0.0,10
0.56,21.7,17.8,17.2,68.0,84.0,87.0,747.0,15.0,0.0,747.0,21.0,0.0,0.21,0.21,0.21,6,1,0.21,17.2,0.0,0.16350088,87.0,1.0,0.0,10
0.9342667,21.7,17.2,17.2,68.0,87.0,87.0,622.0,0.0,27.0,544.0,0.0,2.0,0.21,0.21,0.21,7,1,0.21,17.2,4.7083335,0.16718385,84.0,25.0,13.0,10
0.51995,20.0,17.2,17.8,73.0,87.0,81.0,636.0,0.0,108.0,708.0,0.0,10.0,0.21,0.21,0.21,8,1,0.21,17.8,34.225,0.17571971,81.0,111.0,6.0,10
0.45403334,19.4,17.2,19.4,76.0,87.0,76.0,491.0,0.0,406.0,573.0,0.0,517.0,0.21,0.21,0.21,9,1,0.21,18.3,153.54167,0.18558328,81.0,181.0,6.0,10
0.37821665,18.9,17.2,20.0,78.0,90.0,76.0,346.0,0.0,542.0,636.0,0.0,556.0,0.21,0.21,0.21,10,1,0.21,19.4,308.48334,0.19945285,73.0,248.0,1.0,10
0.38613334,17.8,17.8,20.6,84.0,84.0,73.0,114.0,0.0,708.0,159.0,0.0,782.0,0.21,0.21,0.21,11,1,0.21,22.8,435.4875,0.20173366,64.0,421.0,172.0,10
0.39333335,17.8,16.7,20.6,84.0,87.0,71.0,15.0,0.0,763.0,21.0,0.0,816.0,0.21,0.21,0.21,12,1,0.21,21.7,523.51666,0.20827861,68.0,747.0,747.0,10
0.38705,17.2,17.2,20.6,87.0,90.0,71.0,0.0,0.0,704.0,0.0,0.0,727.0,0.21,0.21,0.21,13,1,0.21,21.7,545.5875,0.2172219,68.0,622.0,544.0,10
0.3813,17.2,17.2,20.0,87.0,90.0,76.0,0.0,0.0,625.0,0.0,0.0,717.0,0.21,0.21,0.21,14,1,0.21,20.0,551.9125,0.21998347,73.0,636.0,708.0,10
1.8391,17.2,17.2,20.0,87.0,90.0,76.0,0.0,0.0,447.0,0.0,0.0,505.0,0.21,0.21,0.21,15,1,0.21,19.4,501.44583,0.22103655,76.0,491.0,573.0,10
1.71195,17.2,17.2,18.9,90.0,90.0,81.0,0.0,0.0,284.0,0.0,0.0,403.0,0.21,0.21,0.21,16,1,0.21,18.9,333.02917,0.21797997,78.0,346.0,636.0,10
1.7525166,17.8,17.2,17.8,84.0,87.0,87.0,0.0,0.0,84.0,0.0,0.0,30.0,0.21,0.21,0.21,17,1,0.21,17.8,193.9125,0.2201103,84.0,114.0,159.0,10
0.6810167,16.7,17.2,17.8,87.0,87.0,87.0,0.0,0.0,2.0,0.0,0.0,1.0,0.21,0.21,0.21,18,1,0.21,17.8,0.0,0.22027262,84.0,15.0,21.0,10
0.66941667,17.2,17.2,17.8,90.0,87.0,87.0,0.0,27.0,0.0,0.0,2.0,0.0,0.21,0.21,0.21,19,1,0.21,17.2,0.0,0.22297105,87.0,0.0,0.0,10
1.98,17.2,17.8,17.8,90.0,81.0,84.0,0.0,108.0,0.0,0.0,10.0,0.0,0.21,0.21,0.21,20,1,0.21,17.2,0.0,0.21705525,87.0,0.0,0.0,10
1.2934667,17.2,19.4,16.7,90.0,76.0,90.0,0.0,406.0,0.0,0.0,517.0,0.0,0.21,0.21,0.21,21,1,0.21,17.2,0.0,0.19682696,87.0,0.0,0.0,10
1.2612833,17.2,20.0,16.7,90.0,76.0,90.0,0.0,542.0,0.0,0.0,556.0,0.0,0.21,0.21,0.21,22,1,0.21,17.2,0.0,0.17334092,90.0,0.0,0.0,10
2.1379166,17.2,20.6,16.7,87.0,73.0,90.0,0.0,708.0,0.0,0.0,782.0,0.0,0.21,0.21,0.21,23,1,0.21,17.8,0.0,0.15863363,84.0,0.0,0.0,10
2.284425,17.2,20.6,16.1,87.0,71.0,90.0,0.0,763.0,0.0,0.0,816.0,0.0,0.21,0.21,0.21,24,1,0.21,16.7,0.0,0.14494048,87.0,0.0,0.0,10
0.45291665,17.2,20.6,16.1,87.0,71.0,87.0,27.0,704.0,0.0,2.0,727.0,0.0,0.21,0.21,0.21,1,2,0.21,17.2,0.0,0.13856545,90.0,0.0,0.0,10
0.48553333,17.8,20.0,16.1,81.0,76.0,90.0,108.0,625.0,0.0,10.0,717.0,0.0,0.21,0.21,0.21,2,2,0.21,17.2,0.0,0.1375556,90.0,0.0,0.0,10
0.49585,19.4,20.0,16.7,76.0,76.0,84.0,406.0,447.0,0.0,517.0,505.0,0.0,0.21,0.21,0.21,3,2,0.21,17.2,0.0,0.13645807,90.0,0.0,0.0,10
0.4955,20.0,18.9,16.7,76.0,81.0,84.0,542.0,284.0,0.0,556.0,403.0,0.0,0.21,0.21,0.21,4,2,0.21,17.2,0.0,0.13726924,90.0,0.0,0.0,10
0.48410833,20.6,17.8,16.7,73.0,87.0,84.0,708.0,84.0,0.0,782.0,30.0,0.0,0.21,0.21,0.21,5,2,0.21,17.2,0.0,0.1427933,87.0,0.0,0.0,10
0.719325,20.6,17.8,16.7,71.0,87.0,84.0,763.0,2.0,1.0,816.0,1.0,0.0,0.21,0.21,0.21,6,2,0.21,17.2,0.0,0.1527689,87.0,0.0,0.0,10
1.1719333,20.6,17.8,17.2,71.0,87.0,81.0,704.0,0.0,40.0,727.0,0.0,1.0,0.21,0.21,0.21,7,2,0.21,17.2,4.4041667,0.15639612,87.0,27.0,2.0,10
0.49336666,20.0,17.8,17.8,76.0,84.0,78.0,625.0,0.0,112.0,717.0,0.0,6.0,0.21,0.21,0.21,8,2,0.21,17.8,33.595833,0.16924609,81.0,108.0,10.0,10
0.4133,20.0,16.7,17.8,76.0,90.0,78.0,447.0,0.0,203.0,505.0,0.0,0.0,0.21,0.21,0.21,9,2,0.21,19.4,151.37917,0.1736451,76.0,406.0,517.0,10
0.41156667,18.9,16.7,20.0,81.0,90.0,68.0,284.0,0.0,522.0,403.0,0.0,409.0,0.21,0.21,0.21,10,2,0.21,20.0,304.77917,0.1781396,76.0,542.0,556.0,10
0.41675,17.8,16.7,19.4,87.0,90.0,70.0,84.0,0.0,639.0,30.0,0.0,531.0,0.21,0.21,0.21,11,2,0.21,20.6,433.025,0.18086717,73.0,708.0,782.0,10
0.42236668,17.8,16.1,19.4,87.0,90.0,73.0,2.0,0.0,704.0,1.0,0.0,626.0,0.21,0.21,0.21,12,2,0.21,20.6,523.1042,0.18324487,71.0,763.0,816.0,10
0.3723,17.8,16.1,19.4,87.0,87.0,70.0,0.0,0.0,685.0,0.0,0.0,615.0,0.21,0.21,0.21,13,2,0.21,20.6,568.1542,0.18932651,71.0,704.0,727.0,10
0.36473334,17.8,16.1,19.4,84.0,90.0,73.0,0.0,0.0,595.0,0.0,0.0,574.0,0.21,0.21,0.21,14,2,0.21,20.0,566.7917,0.19122414,76.0,625.0,717.0,10
0.36321667,16.7,16.7,18.3,90.0,84.0,78.0,0.0,0.0,427.0,0.0,0.0,390.0,0.21,0.21,0.21,15,2,0.21,20.0,501.48334,0.19154757,76.0,447.0,505.0,10
0.36135,16.7,16.7,18.3,90.0,84.0,78.0,0.0,0.0,229.0,0.0,0.0,109.0,0.21,0.21,0.21,16,2,0.21,18.9,373.6625,0.19242741,81.0,284.0,403.0,10
1.2464666,16.7,16.7,17.8,90.0,84.0,84.0,0.0,0.0,73.0,0.0,0.0,62.0,0.21,0.21,0.21,17,2,0.21,17.8,169.0875,0.19331603,87.0,84.0,30.0,10
0.58035,16.1,16.7,17.2,90.0,84.0,87.0,0.0,1.0,16.0,0.0,0.0,10.0,0.21,0.21,0.21,18,2,0.21,17.8,0.0,0.18945311,87.0,2.0,1.0,10
0.72788334,16.1,17.2,17.2,87.0,81.0,87.0,0.0,40.0,0.0,0.0,1.0,0.0,0.21,0.21,0.21,19,2,0.21,17.8,0.0,0.18992542,87.0,0.0,0.0,10
0.63165,16.1,17.8,17.2,90.0,78.0,87.0,0.0,112.0,0.0,0.0,6.0,0.0,0.21,0.21,0.21,20,2,0.21,17.8,0.0,0.18310042,84.0,0.0,0.0,10
0.68385,16.7,17.8,17.2,84.0,78.0,87.0,0.0,203.0,0.0,0.0,0.0,0.0,0.21,0.21,0.21,21,2,0.21,16.7,0.0,0.1638409,90.0,0.0,0.0,10
1.1720166,16.7,20.0,16.7,84.0,68.0,87.0,0.0,522.0,0.0,0.0,409.0,0.0,0.21,0.21,0.21,22,2,0.21,16.7,0.0,0.14270616,90.0,0.0,0.0,10
1.0643333,16.7,19.4,16.7,84.0,70.0,87.0,0.0,639.0,0.0,0.0,531.0,0.0,0.21,0.21,0.21,23,2,0.21,16.7,0.0,0.12294433,90.0,0.0,0.0,10
0.95665,16.7,19.4,17.2,84.0,73.0,84.0,1.0,704.0,0.0,0.0,626.0,0.0,0.21,0.21,0.21,24,2,0.21,16.1,0.0,0.105526276,90.0,0.0,0.0,10
0.5474,17.2,19.4,16.1,81.0,70.0,90.0,40.0,685.0,0.0,1.0,615.0,0.0,0.21,0.21,0.21,1,3,0.21,16.1,0.0,0.10020157,87.0,0.0,0.0,10
0.49711666,17.8,19.4,16.1,78.0,73.0,90.0,112.0,595.0,0.0,6.0,574.0,0.0,0.21,0.21,0.21,2,3,0.21,16.1,0.0,0.10194418,90.0,0.0,0.0,10
0.49626666,17.8,18.3,16.1,78.0,78.0,90.0,203.0,427.0,0.0,0.0,390.0,0.0,0.21,0.21,0.21,3,3,0.21,16.7,0.0,0.099927895,84.0,0.0,0.0,10
0.49675,20.0,18.3,16.1,68.0,78.0,90.0,522.0,229.0,0.0,409.0,109.0,0.0,0.21,0.21,0.21,4,3,0.21,16.7,0.0,0.09933832,84.0,0.0,0.0,10
0.49468333,19.4,17.8,15.6,70.0,84.0,93.0,639.0,73.0,0.0,531.0,62.0,0.0,0.21,0.21,0.21,5,3,0.21,16.7,0.0,0.10887078,84.0,0.0,0.0,10
0.54401666,19.4,17.2,16.1,73.0,87.0,90.0,704.0,16.0,0.0,626.0,10.0,0.0,0.21,0.21,0.21,6,3,0.21,16.7,0.0,0.12315138,84.0,1.0,0.0,10
0.56895,19.4,17.2,16.7,70.0,87.0,87.0,685.0,0.0,19.0,615.0,0.0,0.0,0.21,0.21,0.21,7,3,0.21,17.2,22.7125,0.13834901,81.0,40.0,1.0,10
0.5975,19.4,17.2,17.2,73.0,87.0,87.0,595.0,0.0,88.0,574.0,0.0,49.0,0.21,0.21,0.21,8,3,0.21,17.8,77.754166,0.1434084,78.0,112.0,6.0,10
0.4097,18.3,17.2,17.8,78.0,87.0,84.0,427.0,0.0,183.0,390.0,0.0,9.0,0.21,0.21,0.21,9,3,0.21,17.8,146.17084,0.14723143,78.0,203.0,0.0,10
0.47611666,18.3,16.7,20.0,78.0,87.0,73.0,229.0,0.0,466.0,109.0,0.0,196.0,0.21,0.21,0.21,10,3,0.21,20.0,219.41667,0.1508447,68.0,522.0,409.0,10
0.7996167,17.8,16.7,19.4,84.0,87.0,76.0,73.0,0.0,471.0,62.0,0.0,228.0,0.21,0.21,0.21,11,3,0.21,19.4,221.275,0.14638744,70.0,639.0,531.0,10
0.42811668,17.2,17.2,18.9,87.0,84.0,78.0,16.0,0.0,402.0,10.0,0.0,111.0,0.21,0.21,0.21,12,3,0.21,19.4,486.32083,0.13983925,73.0,704.0,626.0,10
0.41971666,17.2,16.1,20.6,87.0,90.0,71.0,0.0,0.0,378.0,0.0,0.0,129.0,0.21,0.21,0.21,13,3,0.21,19.4,561.0833,0.14270164,70.0,685.0,615.0,10
0.41218334,17.2,16.1,20.6,87.0,90.0,73.0,0.0,0.0,586.0,0.0,0.0,477.0,0.21,0.21,0.21,14,3,0.21,19.4,555.19586,0.14344528,73.0,595.0,574.0,10
0.44623333,17.2,16.1,19.4,87.0,90.0,78.0,0.0,0.0,359.0,0.0,0.0,246.0,0.21,0.21,0.21,15,3,0.21,18.3,488.59583,0.14365096,78.0,427.0,390.0,10
2.0658166,16.7,16.1,18.9,87.0,90.0,78.0,0.0,0.0,208.0,0.0,0.0,175.0,0.21,0.21,0.21,16,3,0.21,18.3,363.73334,0.15098736,78.0,229.0,109.0,10
0.53041667,16.7,15.6,17.2,87.0,93.0,87.0,0.0,0.0,86.0,0.0,0.0,27.0,0.21,0.21,0.21,17,3,0.21,17.8,148.13333,0.15234648,84.0,73.0,62.0,10
1.5701833,17.2,16.1,16.7,84.0,90.0,87.0,0.0,0.0,7.0,0.0,0.0,0.0,0.21,0.21,0.21,18,3,0.21,17.2,0.0,0.15160528,87.0,16.0,10.0,10
0.87425,16.1,16.7,16.7,90.0,87.0,87.0,0.0,19.0,0.0,0.0,0.0,0.0,0.21,0.21,0.21,19,3,0.21,17.2,0.0,0.15190272,87.0,0.0,0.0,10
1.3260833,16.1,17.2,16.7,90.0,87.0,87.0,0.0,88.0,0.0,0.0,49.0,0.0,0.21,0.21,0.21,20,3,0.21,17.2,0.0,0.15047275,87.0,0.0,0.0,10
1.3668667,16.1,17.8,17.2,90.0,84.0,87.0,0.0,183.0,0.0,0.0,9.0,0.0,0.21,0.21,0.21,21,3,0.21,17.2,0.0,0.1346681,87.0,0.0,0.0,10
1.0325834,16.1,20.0,17.2,90.0,73.0,87.0,0.0,466.0,0.0,0.0,196.0,0.0,0.21,0.21,0.21,22,3,0.21,16.7,0.0,0.11379581,87.0,0.0,0.0,10
0.79871666,15.6,19.4,17.2,93.0,76.0,84.0,0.0,471.0,0.0,0.0,228.0,0.0,0.21,0.21,0.21,23,3,0.21,16.7,0.0,0.10536204,87.0,0.0,0.0,10
0.5114083,16.1,18.9,16.7,90.0,78.0,87.0,0.0,402.0,0.0,0.0,111.0,0.0,0.21,0.21,0.21,24,3,0.21,17.2,0.0,0.095140815,84.0,0.0,0.0,10
0.49648333,16.7,20.6,17.2,87.0,71.0,81.0,19.0,378.0,0.0,0.0,129.0,0.0,0.21,0.21,0.21,1,4,0.21,16.1,0.0,0.09393575,90.0,0.0,0.0,10
0.49838334,17.2,20.6,17.2,87.0,73.0,81.0,88.0,586.0,0.0,49.0,477.0,0.0,0.21,0.21,0.21,2,4,0.21,16.1,0.0,0.09518554,90.0,0.0,0.0,10
0.49245,17.8,19.4,17.2,84.0,78.0,78.0,183.0,359.0,0.0,9.0,246.0,0.0,0.21,0.21,0.21,3,4,0.21,16.1,0.0,0.09305757,90.0,0.0,0.0,10
0.48771667,20.0,18.9,17.2,73.0,78.0,75.0,466.0,208.0,0.0,196.0,175.0,0.0,0.21,0.21,0.21,4,4,0.21,16.1,0.0,0.09569938,90.0,0.0,0.0,10
0.48745,19.4,17.2,17.2,76.0,87.0,78.0,471.0,86.0,0.0,228.0,27.0,0.0,0.21,0.21,0.21,5,4,0.21,15.6,0.0,0.107501134,93.0,0.0,0.0,10
0.801,18.9,16.7,17.8,78.0,87.0,75.0,402.0,7.0,0.0,111.0,0.0,0.0,0.21,0.21,0.21,6,4,0.21,16.1,0.0,0.12877677,90.0,0.0,0.0,10
0.89555,20.6,16.7,17.8,71.0,87.0,73.0,378.0,0.0,41.0,129.0,0.0,1.0,0.21,0.21,0.21,7,4,0.21,16.7,9.225,0.13735917,87.0,19.0,0.0,10
0.92901665,20.6,16.7,18.3,73.0,87.0,68.0,586.0,0.0,130.0,477.0,0.0,9.0,0.21,0.21,0.21,8,4,0.21,17.2,36.714584,0.14173396,87.0,88.0,49.0,10
0.53103334,19.4,17.2,18.9,78.0,87.0,68.0,359.0,0.0,235.0,246.0,0.0,14.0,0.21,0.21,0.21,9,4,0.21,17.8,148.17291,0.14439777,84.0,183.0,9.0,10
0.40635,18.9,17.2,19.4,78.0,87.0,63.0,208.0,0.0,225.0,175.0,0.0,8.0,0.21,0.21,0.21,10,4,0.21,20.0,296.25,0.1439486,73.0,466.0,196.0,10
